old_serial_numbers,product_name,unit_price,company_profit,unit,product_category,the_cost,retail_price,product_profit,product_description,storage,product_color,various_elements,length,extra_freight,lead_time,raw_material,minimum_order_quantity,supplier,supplier_contact_person,supplier_phone_number,supplier_fax_number,supplier_cell_phone,supplier_address,supplier_email,remark,supplier_bank_information,product_website
A003040,8吋YKK尼龍拉鍊5號齒,23.3375,0.8,條,A003,18.67,0,,剪25.5公分,,多色,8吋,剪25.5公分,120,一碼30元(一公分0.34)，拉頭一顆10元。,尼龍,碼裝,亞泰服裝材料有限公司,夏維琳小姐,02-25584204,02-25565664,,台北市南京西路167巷19號,yataizip@hotmail.com,月結,,
A003041,10吋YKK尼龍拉鍊5號齒,25.4625,0.8,條,A003,20.37,0,,剪30.5公分,,多色,10吋,剪30.5公分,120,一碼30元(一公分0.34)，拉頭一顆10元。,尼龍,碼裝,亞泰服裝材料有限公司,夏維琳小姐,02-25584204,02-25565664,,台北市南京西路167巷19號,yataizip@hotmail.com,月結,,
A003042,12吋YKK尼龍拉鍊5號齒,27.5875,0.8,條,A003,22.07,0,,剪35.5公分,,多色,12吋,剪35.5公分,120,一碼30元(一公分0.34)，拉頭一顆10元。,尼龍,碼裝,亞泰服裝材料有限公司,夏維琳小姐,02-25584204,02-25565664,,台北市南京西路167巷19號,yataizip@hotmail.com,月結,,
A003043,14吋YKK尼龍拉鍊5號齒,29.7125,0.8,條,A003,23.77,0,,剪40.5公分,,多色,14吋,剪40.5公分,120,一碼30元(一公分0.34)，拉頭一顆10元。,尼龍,碼裝,亞泰服裝材料有限公司,夏維琳小姐,02-25584204,02-25565664,,台北市南京西路167巷19號,yataizip@hotmail.com,月結,,
A003044,16吋YKK尼龍拉鍊5號齒,31.8375,0.8,條,A003,25.47,0,,剪45.5公分,,多色,16吋,剪45.5公分,120,一碼30元(一公分0.34)，拉頭一顆10元。,尼龍,碼裝,亞泰服裝材料有限公司,夏維琳小姐,02-25584204,02-25565664,,台北市南京西路167巷19號,yataizip@hotmail.com,月結,,
A003045,18吋YKK尼龍拉鍊5號齒,34.175,0.8,條,A003,27.34,0,,剪51公分,,多色,18吋,剪51公分,120,一碼30元(一公分0.34)，拉頭一顆10元。,尼龍,碼裝,亞泰服裝材料有限公司,夏維琳小姐,02-25584204,02-25565664,,台北市南京西路167巷19號,yataizip@hotmail.com,月結,,
A003046,20吋YKK尼龍拉鍊5號齒,36.3,0.8,條,A003,29.04,0,,剪56公分,,多色,20吋,剪56公分,120,一碼30元(一公分0.34)，拉頭一顆10元。,尼龍,碼裝,亞泰服裝材料有限公司,夏維琳小姐,02-25584204,02-25565664,,台北市南京西路167巷19號,yataizip@hotmail.com,月結,,
A030021,1.5公分木製扣子一顆,15,0.8,無,A030,12,0,,開扣洞4元+扣子8元,,,,,,,,,吉米兒,,,,,,,,,A030021
A027038,各種包專用：高9公分X寬17公分-口袋(棉胚布),1.9,0.6,個,A027,1.14,0,,布片高13*寬19(布1.14),,,,,,,,,麥歐,,,,,,,,,
A004119,提袋專用：2.5公分黑色PP織帶45公分2條,19.6225,0.8,公分,A004,15.698,0,,45+2公分2條,,,,,,,,,,,,,,,,,,A004119
A002018,52*32枕心-350克(最少100顆),87.5,0.8,顆,A002,70,0,,一次訂100顆(粗抓價格),,白色,52*32公分,350克,150,約7-14天,100％聚酯纖維,一次訂100顆,坤成國際開發股份有限公司,謝小姐-小姐,06-2615134,,,,,,,
A008072,寬17公分束口袋專用：0.5公分白繩60公分兩條,3,0.6,公分,A008,1.800,0,,,,,,,,,,,,,,,,,,,,
A004120,2.5公分素面PP織帶68公分2條(黑/灰/藍/天空藍/寶藍/紫/黃/紅/粉紅/酒紅/桃紅/橘/蘋果綠/亮綠/軍綠/墨綠/咖啡/白色),6.346667,0.6,公分,A004,3.808,0,,一碼2.5元，一公分0.028元，68+2公分2條,,多色,寬2.5公分,,,,,,永富,,,,,,,,,A004120
A006076,白K色2.0mm珠鍊總長約10公分,1.666667,0.6,個,A006,1,0,,HW101032mm10公分長鐵鍍白K色1000條/包1000,,,,,,,,HW10103 2mm10公分長 鐵鍍白K色 1000條/包 1000,承薪,,,,,,,,,A006076
A024146,袋類通用把手：長44X寬2公分二條(斜紋貼布襯),12.33333,0.6,2條,A024,7.4,0,,布7.4(布片42X8),,,,,,,,,,,,,,,,,,A024146
A027039,各種包專用：高11.5公分X寬18公分-口袋(棉胚布),2.3,0.6,個,A027,1.38,0,,布片高15.5*寬20(布1.14),,,,,,,,,麥歐,,,,,,,,,
A029009,寬7.5*高13.5cm/銅西卡250磅/上亮P/軋型,6.666667,0.6,無,A029,4,0,,1000張印刷＋軋型：2.5元刀模1000元(粗抓),,,,,,,,,,,,,,,,,,A029009
A029010,9*4.5cm/正反四色印刷/上亮P/200-250磅,3.333333,0.6,無,A029,2,0,,1000張印刷＋軋型：1元刀模1000元(粗抓),,,,,,,,,,,,,,,,,,A029010
A008073,寬15.5公分束口袋專用：0.5公分白繩60公分兩條,3,0.6,公分,A008,1.800,0,,,,,,,,,,,,,,,,,,,,
A004121,水滴零包專用：3公分黑色特多人織帶18公分2條,8.597333,0.6,公分,A004,5.1584,0,,一公分0.1611111元,,,,,,,,,,,,,,,,,,A004121
A004122,水滴零包專用：1分包邊滾條-黑色寬約2.5公分(45公分2條),5.166667,0.6,公分,A004,3.1,0,,一捲310元100碼,,黑色,,,,7-14天,,,介良,,,,,,,,,A004122
A024147,袋類通用把手：長44X寬2公分二條(10安仿帆布),12.85,0.6,2條,A024,7.71,0,,裁切2元+布5.71(布片44X8),,,,,,,,,,,,,,,,,,A024147
A027040,亞勃貿易專用：高16公分X寬9公分內袋(斜紋布),0,0.6,個,A027,0,0,,布片高19*寬11,,,,,,,,,麥歐,,,,,,,,,
A029011,6*7cm/正四色印刷/上亮P/250磅/仁大義消,2.083333,0.6,無,A029,1.25,0,,仁大義消1200張印刷加軋型：1.25元-刀模500元,,,,,,,,,,,,,,,,,,A029011
A025041,單圈一個+鈴鐺一顆,1.55,0.6,個,A025,0.93,0,,鈴鐺0.85+C圈0.08,,白K色,0.8*6代白K色0.5公斤600元約7500個,,100,14-30天,,承薪企業有限公司,,,,,,,,,,A025041
A024148,袋類通用把手：長55X寬2.5公分二條(600D防潑水貼布襯),24.11667,0.6,2條,A024,14.47,0,,裁切2元+布22.48(布片57X10),,,,,,,,,,,,,,,,,,A024148
A024149,袋類通用把手：長60X寬2.5公分二條(長110X寬3公分一條)(10安仿帆布),31.18571,0.7,2條,A024,21.83,0,,(布片70X10-2條)10.94元(布片120X12)10.89元,,,,,,,,,,,,,,,,,,A024149
A004123,1.5公分特多人織帶(4公分1條),0.926667,0.6,公分,A004,0.556,0,,一公分0.139元,,多色,寬1.5公分,,,,特多,一碼12.5元,奐美貿易有限公司,李富國,02-25596622,,0931-673443,台北市大同區延平北路2段35號5樓,,,,A004123
A004124,2.5公分特多人織帶(5公分2條),2.7,0.6,公分,A004,1.62,0,,一公分0.162元,,多色,寬2.5公分,,,,特多,一碼14.5元,奐美貿易有限公司,李富國,02-25596621,,0931-673442,台北市大同區延平北路2段35號5樓,,,,A004124
A024150,把手：長60X寬2.5公分二條(仿帆布6安高密)(往下折3公分用),19.85,0.6,2條,A024,11.91,0,,裁切2元+布9.91(布片66X10)2條,,,,,,,,,,,,,,,,,,A024150
A024151,把手：長40X寬2.5公分二條(仿帆布6安高密)(往下折3公分用),14.78333,0.6,2條,A024,8.87,0,,裁切2元+布6.87(布片46X10)2條,,,,,,,,,,,,,,,,,,A024151
A004125,包類專用：2.5公分純棉雙人織帶(厚的)45公分2條(袋口往下折3公分用),20.77833,0.6,公分,A004,12.467,0,,,,天然棉色(上有棉籽),寬2.5公分,,,7-14天,純棉,一碼11元,昶祐有限公司,蔡淑麗小姐,02-25565562,02-25585978,9.22E+08,台北市大同區南京西路167巷17號,,,,A004125
A027041,各種包專用：高19公分X寬15公分-口袋(6安高密)(口袋固定在上緣),10.38333,0.6,個,A027,6.23,0,,布片高43*寬17(布6.23),,,,,,,,,麥歐,,,,,,,,,
A027042,各種包專用：長90公分X寬1.5公分頸繩(6安高密),7.85,0.6,個,A027,4.71,0,,布片高92*寬6,,,,,,,,,麥歐,,,,,,,,,
A003047,5吋跟8吋YKK拉鍊各一條(一般頭，3號齒，多色可選),10.27667,0.6,條,A003,6.166,6,,,,多色,8吋,約20.3公分,120,3-5天,尼龍,1打12條,亞泰服裝材料有限公司,夏維琳小姐,02-25584204,02-25565664,,台北市南京西路167巷19號,yataizip@hotmail.com,月結,,
A004126,小吊飾專用：0.6公分雙白邊小織帶3公分一條,0.335,0.6,公分,A004,0.201,0,,,,,,,,,,,,,,,,,,,,A004126
A024152,提把小物包側把手：長25X寬1.5公分一條(對折約12.5X1.5公分)(仿帆布6安高密),5.633333,0.6,1條,A024,3.38,0,,裁切1元+布2.38(布片27X6),,,,,,,,,,,,,,,,,,A024152
A004127,提把小物包專用：1又2分之1包邊滾條-黑色寬約3.8公分(23公分2條),3.5,0.6,公分,A004,2.1,0,,一捲420元100碼,,黑色,,,,7-14天,,,介良,,,,,,,,,A004127
A024153,把手：長40X寬2公分二條(仿帆布6安高密)(往下折2公分用),13.18333,0.6,2條,A024,7.91,0,,裁切2元+布5.91(布片44X8)2條,,,,,,,,,,,,,,,,,,A024153
A024154,袋類通用把手：長60X寬3公分二條(長110X寬3公分一條)(10安仿帆布),42.01429,0.7,2條,A024,29.41,0,,(布片70X10-2條)15.64元(布片120X12)13.77元,,,,,,,,,,,,,,,,,,A024154
A024155,把手：長60X寬2.5公分二條(10安仿帆布)(往下折3公分用),21,0.6,2條,A024,12.6,0,,裁切2元+布10.6(布片66X10)2條,,,,,,,,,,,,,,,,,,A024155
A024156,把手：長40X寬2公分二條(10安仿帆布)(往下折2公分用),12.61667,0.6,2條,A024,7.57,0,,裁切2元+布5.57(布片44X8)2條,,,,,,,,,,,,,,,,,,A024156
A006077,青古色15MM撞釘(6組)掛勾(2個)D環(2個),23,0.6,個,A006,13.8,0,,撞釘(0.8X4)掛勾(3.6X2)D環(0.9X2),,,,,,,,,昌潤,,,,,,,,,A006077
A024157,袋類通用把手：長35X寬3公分二條(長100X寬2公分一條)(斜紋貼布襯),31.75714,0.7,2條,A024,22.23,0,,(布片37X12-2條)10.2元(布片102X10)12.03元,,,,,,,,,,,,,,,,,,A024157
A003048,16吋YKK拉鍊(一般頭，3號齒，多色可選),11.66667,0.6,條,A003,7,8,,,,多色,12吋,約35.6公分,120,3-5天,尼龍,1打12條,亞泰服裝材料有限公司,夏維琳小姐,02-25584204,02-25565664,,台北市南京西路167巷19號,yataizip@hotmail.com,月結,,
A006078,(雙面扣)青古色素面15mm四合釦,5,0.6,個,A006,3,0,,,,,2個面扣+1公扣+1母扣,,,,,,昌潤,,,,,,,,,A006078
A027043,各種包專用：高19公分X寬15公分-口袋(仿帆布10安)(口袋固定在上緣),9.966667,0.6,個,A027,5.98,0,,布片高43*寬17(布5.98),,,,,,,,,麥歐,,,,,,,,,
A024158,袋類通用把手：長35X寬3公分二條(長100X寬2公分一條)(10安仿帆布),49.9,0.6,2條,A024,29.94,0,,(布片37X12-2條)13.89元(布片102X10)16.05元,,,,,,,,,,,,,,,,,,A024158
A006079,"(鎳色)4公分轉頭別針1個(1"")",3.333333,0.6,個,A006,2,0,,,,,,,,,,,增樺飾品材料,,,,,,,,,A006079
A027044,吳采儒筆袋專用側邊條：長37公分X寬2.5公分2條(6安高密),7.366667,0.6,個,A027,4.42,0,,布片高37*寬2.5X2條(布4.42),,,,,,,,,麥歐,,,,,,,,,
A004128,吳采儒筆袋專用：1分包邊滾條-黑色寬約2.5公分(58公分2條),6.666667,0.6,公分,A004,4,0,,一捲310元100碼,,黑色,,,,7-14天,,,介良,,,,,,,,,A004128
A002019,直徑37X厚7公分泡棉圓枕心,65,0.9,顆,A002,58.5,0,,一次訂500顆,,白色,,,150,約7-14天,,,敦太,,,,,,,,,
A008074,寬15公分束口袋專用：0.3公分仿皮線-咖啡色55公分兩條,7.15,0.6,公分,A008,4.290,0,,,,,,,,,,,,,,,,,,,,
A019011,OP009-6.5*13.5公分,0.23,1,1個,A019,0.23,0.12,,織帶，御守,,,6.5*13.5*18.5cm,,,7-14天,塑膠,,嘉翔發企業有限公司,楊小姐,02-22655885*35,02-22739397,,新北市土城區永豐路195巷27弄15號,,,,
A006080,青古色2.5公分轉頭勾勾,6,0.6,個,A006,3.6,0,,,,青古色(鐵),"青古色2.5公分轉頭勾勾(H235掛勾1""-3.6元)",,150,14-30天,,,昌潤,,,,,,,,,A006080
A006081,青古色2.5D環,1.5,0.6,個,A006,0.9,0,,,,青古色(鐵),"S08-261""D環(2.8*內26*14MM)青古色",,,,,,昌潤,,,,,,,,,A006081
A006082,青古色1.5公分雙面撞釘,1.333333,0.6,個,A006,0.8,0,,,,青古色(鐵),15面*9長雙面撞釘(青古),,,,,,昌潤,,,,,,,,,A006082
A006083,4組-青古色1.5公分雙面撞釘,5.333333,0.6,個,A006,3.2,0,,,,青古色(鐵),15面*9長雙面撞釘(青古),,,,,,昌潤,,,,,,,,,A006083
A024159,4方形提袋用把手：長40X寬3公分二條(斜紋貼布襯)(往下折5公分用),20.66667,0.6,2條,A024,12.4,0,,(布片50X12-2條)12.4元,,,,,,,,,,,,,,,,,,A024159
A006084,青古色1.4公分超薄強力素面磁扣一組,9.333333,0.6,個,A006,5.6,0,,,,青古色(磁鐵),S01B14MM強力磁扣(青古),,,,,,,,,,,,,,,A006084
A006085,青古色2.6公分活動日環一個,2.666667,0.6,個,A006,1.6,0,,,,青古色(鐵),"S04B-261""活動日環3*26*15(青古)",,,,,,,,,,,,,,,A006085
A006086,青古色內圈直徑2公分活動卡圈一個,3.333333,0.6,個,A006,2,0,,,,青古色(鐵),"S12-203/4""6分活動單圈(青古)",,,,,,,,,,,,,,,A006086
A006087,青古色1.5公分雙包四合扣一組,5,0.6,個,A006,3,0,,,,青古色(鐵),S01B14MM強力磁扣(青古),,,,,,,,,,,,,,,A006087
A029012,(500個)200銅西單印不上光7.5x13.5信封,9.333333,0.6,無,A029,5.6,0,,,,,,,,,,,,,,,,,,,,A029012
A029013,(1000個)200銅西單印不上光7.5x13.5信封,5.5,0.6,無,A029,3.3,0,,,,,,,,,,,,,,,,,,,,A029013
A029014,(2000個)200銅西單印不上光7.5x13.5信封,4.666667,0.6,無,A029,2.8,0,,,,,,,,,,,,,,,,,,,,A029014
A006088,鎳色8mm雞眼4組,4.666667,0.6,個,A006,2.8,0,,,,,,,,,,,,,,,,,,,,A006088
A008075,鑰匙包專用：0.2公分仿皮線-咖啡色20公分一條,0.533333,0.6,公分,A008,0.320,0,,,,,,,,,,,,,,,,,,,,A008075
A008076,直徑15公分圓底束口袋專用：0.5公分白繩70公分兩條,3.5,0.6,公分,A008,2.100,0,,,,,,,,,,,,,,,,,,,,
A027045,各種包專用：高10公分X寬16公分-口袋(胚布),1.9,0.6,個,A027,1.14,0,,布片高13*寬18,,,,,,,,,麥歐,,,,,,,,,
A004129,波士頓包用：4公分背包帶-咖啡色62公分2條,35.13333,0.6,公分,A004,21.08,0,,,,咖啡色,寬4公分,,,7-14天,,#6439一碼15元,昶祐有限公司,蔡淑麗小姐,02-25565563,02-25585979,9.22E+08,台北市大同區南京西路167巷17號,,,,A004129
A003049,波士頓包用：50公分，35公分YKK尼龍拉鍊5號齒,61.125,0.8,條,A003,48.9,0,,剪50公分跟35公分個一條,,多色,5吋,剪17.5公分,120,一碼30元(一公分0.34)，拉頭一顆10元。,尼龍,碼裝,亞泰服裝材料有限公司,夏維琳小姐,02-25584204,02-25565664,,台北市南京西路167巷19號,yataizip@hotmail.com,月結,,
A006089,青古色2.5公分轉頭勾勾1個，青古色2.5公分D環，鎳色8mm雞眼2組,9.833333,0.6,個,A006,5.9,0,,,,,,,,,,,,,,,,,,,,A006089
A004130,波士頓包用：包邊2.5公分特多人織帶(120公分2條),64.8,0.6,公分,A004,38.88,0,,一公分0.162元,,多色,寬2.5公分,,,,特多,一碼14.5元,奐美貿易有限公司,李富國,02-25596621,,0931-673442,台北市大同區延平北路2段35號5樓,,,,A004130
A027046,餐墊專用：高10公分X寬7公分-口袋(600D防潑水)(放餐具用),2.55,0.6,個,A027,1.53,0,,布片高22*寬9,,,,,,,,,,,,,,,,,,
A008077,餐墊專用：0.2公分5號中國結繩40公分繩子2條,1.066667,0.6,公分,A008,0.640,0,,,,,,,,,,,,,,,,,,,,
A008078,小繩頭：0.15公分A玉線5公分一條,0.025,0.6,公分,A008,0.015,0,,,,,,,,,,,,,,,,,,,,
A004131,直徑約8.5X厚度1.5公分包邊專用：1分包邊滾條-黑色寬約2.5公分(33公分2條),3.783333,0.6,公分,A004,2.27,0,,一捲310元100碼,,黑色,,,,7-14天,,,介良,,,,,,,,,A004131
A004132,直徑約9.5X厚度1.5公分包邊專用：1分包邊滾條-黑色寬約2.5公分(36公分2條),4.131667,0.6,公分,A004,2.479,0,,一捲310元100碼,,黑色,,,,7-14天,,,介良,,,,,,,,,A004132
A008079,1.7公分白色粗繩70公分2條(綁起來約45),19.36667,0.6,公分,A008,11.620,0,,1個結約13公分X2+(想要的長度),,白色,1碼7.5元,,,14-30天,尼龍,,名紀企業,鄭凱夫先生,02-25550586,02-25562820,0933-908-541,台北市南京西路99號,,www.rope.com.tw,,A008079
A006090,古銅色-內圈1.7公分雞眼4組,11.46667,0.6,個,A006,6.88,0,,,,1.72,,,150,14-30天,,,,,,,,,,,,A006090
A010024,0.1公分黑色PE塑膠板10X39,10.75,0.8,一碼,A010,8.6,0,,一片5.6(可裁27片)+裁切3,,黑色,90X120=150元,,,,,,明偉塑膠,,,,,,,,,A010024
A006091,青古色2.5公分轉頭勾勾2個，青古色2.5公分D環2個,15,0.6,個,A006,9,0,,,,,,,,,,,,,,,,,,,,A006091
A006092,青古色2.4mm珠鍊總長約11公分,1.666667,0.6,個,A006,1,0,,一次2000條,,,,,,約2星期,,,昌潤,,,,,,,,,A006092
A006093,(青古色)扁鑰匙圈+雙轉鉤+單圈,5,0.6,個,A006,3,0,,一次500條,,,,,,約2星期,,,昌潤,,,,,,,,,A006093
A028042,6色內攤平約高5公分x寬4.5公分(綁12個洞香包吊飾)(綁後約高4.5公分x寬4公分)(500個),6.5,片,A028,,,,,,,,,,,,,,,,,,,,,,,A028042
A028043,6色內攤平約高5公分x寬4.5公分(綁12個洞香包吊飾)(綁後約高4.5公分x寬4公分)(1000-3000個),6,片,A028,,,,,,,,,,,,,,,,,,,,,,,A028043
A002020,直徑35X厚5公分泡棉圓枕心,40,1,顆,A002,40,0,,一次訂500顆,,黃色,,,150,約3-7天,,,祥順興業有限公司,陳靜宜小姐,07-7010829,07-7010824,,,,,,
A007015,12M壓色圓珠,0.7,0.6,顆,A007,0.42,0,,BN11232/240顆/100元,,,,,,,,,承薪企業有限公司,,,,,,,,,
A025042,小神衣內放：泡棉一片+LED機芯,36.18571,0.7,1個,A025,25.33,0,,泡棉0.33+LED25,,,,,,,,,,,,,,,,,,A025042
A024160,袋類通用把手：長14X寬2公分二條(10安仿帆布),12.8,0.6,2條,A024,7.68,0,,布7.68(布片33X16),,,,,,,,,,,,,,,,,,A024160
A006107,青古色10公分半圓口金,53.75,0.8,個,A006,43,0,,,,青古色(鐵),R-0571C-10,,,,,,昌潤,,,,,,,,,A006107
A029015,寬5.5*高13.5cm/300磅銅西卡/雙面印/微笑軋型(1000張),3.333333,0.6,無,A029,2,0,,1000張印刷(2)，刀模1000元(粗抓),,,,,,,,,,,,,,,,,,A029015
A004133,A5書套專用分隔線：0.6公分特多人織帶PP織帶27公分1條,7,0.6,公分,A004,4.2,0,,,,,,,,,,,,,,,,,,,,A004133
A004134,B5書套專用分隔線：0.6公分特多人織帶PP織帶29公分1條,7,0.6,公分,A004,4.2,0,,,,,,,,,,,,,,,,,,,,A004134
A006108,單圈2個+中山1個+毛根,3.05,0.6,個,A006,1.83,0,,,,,0.23+0.6+1,,150,14-30天,,,承薪企業有限公司,章碧霜小姐,02-22222300,02-22252030,,新北市中和區健康路103號,,,,A006108
A008080,0.2公分5號中國結繩70公分一條,1,0.6,公分,A008,0.600,0,,直徑約0.2公分,,,,,,14-30天,尼龍,,承薪企業有限公司,章碧霜小姐,02-22222300,02-22252030,,新北市中和區健康路103號,,,,A008080
A010025,0.3公分小眼睛2個+2.5公分保麗龍球,2.666667,0.6,一碼,A010,1.6,0,,0.6+1,,,,,,,,,明偉塑膠,,,,,,,,,A010025
A012007,梅花彈頭流蘇,8.333333,0.6,條,A012,5,0,,,,,,,,,,,承薪,,,,,,,,,A012007
A027047,各種包專用：高15公分X寬24公分(中間有分左(12)右(12)隔線)(斜紋布),2.583333,0.6,個,A027,1.55,0,,布片高18*寬24,,,,,,,,,麥歐,,,,,,,,,
A027048,各種包專用：高15公分X寬27公分(斜紋布),3.233333,0.6,個,A027,1.94,0,,布片高18*寬29,,,,,,,,,麥歐,,,,,,,,,
A027049,各種包專用：高8公分X寬19公分(中間有分左(12)右(7)隔線)(斜紋布),1.583333,0.6,個,A027,0.95,0,,布片高11*寬23,,,,,,,,,麥歐,,,,,,,,,
A004135,1又2分之1包邊滾條-(黑色寬約3.8)27公分2條,4.23,0.6,公分,A004,2.538,0,,一捲420元100碼,,黑色,,,,7-14天,,,介良,,,,,,,,,A004135
A004136,1又2分之1包邊滾條-(黑色寬約3.8)18.5公分2條,2.898333,0.6,公分,A004,1.739,0,,一捲420元100碼,,黑色,,,,7-14天,,,介良,,,,,,,,,A004136
A010026,0.3公分出芽塑膠條(實心)35公分2條,5.25,0.6,一碼,A010,3.15,0,,10碼40元(1公分0.045元),,,,,,,,,http://goods.ruten.com.tw/item/show?21009065302390,,,,,,,,,A010026
A006109,1公分D型環(1個)+C圈(1個),1.333333,0.6,個,A006,0.8,0,,,,,D型環(0.6)+C圈(0.2),,,,,,昌潤,,,,,,,,,A006109
A024161,袋類通用把手：長32X寬2公分二條(600D防潑水布),18.8,0.6,2條,A024,11.28,0,,布11.28(布片34X16),,,,,,,,,,,,,,,,,,A024161
A027050,D環專用接布：高6公分X寬2公分-D環接布2片(600D防潑水),2.466667,0.6,個,A027,1.48,0,,布片高6*寬16一片,,,,,,,,,,,,,,,,,,
A027051,D環專用接布：高1.2公分X寬1公分-D環接布2片(600D防潑水),1.233333,0.6,個,A027,0.74,0,,布片高4.8*寬4二片,,,,,,,,,,,,,,,,,,
A006110,銀色1.4公分超薄強力素面磁扣一組,9.333333,0.6,個,A006,5.6,0,,,,鎳色(磁鐵),S01B14MM強力磁扣(青古),,,,,,昌潤,,,,,,,,,A006110
A027052,圍裙口袋布：高25公分X寬40公分中間有分隔線(600D防潑水),26.86667,0.6,個,A027,16.12,0,,(車好翻面壓線)布片高52*寬42一片,,,,,,,,,,,,,,,,,,
A027053,2側小耳朵：5X2.5公分(對折2.5X2.5公分)2片(轉印6安高密),2.533333,0.6,個,A027,1.52,0,,布片高10*寬7(2片),,,,,,,,,,,,,,,,,,
A027054,各種包專用：高12公分X寬15公分-有拉鍊口袋(仿帆布10安)(口袋固定在上緣),5.933333,0.6,個,A027,3.56,0,,布片高26.5*寬17(布3.56),,,,,,,,,麥歐,,,,,,,,,
A006111,髮帶專用：2MM包透明膠鐵線(183公分1條),5.3375,0.6,個,A006,3.2025,0,,,,,1捲2000公分35元，1公分0.0175元,,,,,,進恩水電行,,,,,,,,,A006111
A004139,(加出芽)直徑約9.5X厚度1.5公分包邊專用：1又2分之1包邊滾條-黑色寬約3.8公分(36公分2條),5.6,0.6,公分,A004,3.36,0,,一捲420元100碼,,黑色,,,,7-14天,,,介良,,,,,,,,,A004139
A004140,高15.5x寬21公分(網布)手拿包專用：1又2分之1包邊滾條-黑色寬約3.8公分(21公分2條，23公分1條),5.066667,0.6,公分,A004,3.04,0,,一捲420元100碼,,黑色,,,,7-14天,,,介良,,,,,,,,,A004140
A004141,高23x寬33公分(網布文件袋)專用：1又2分之1包邊滾條-黑色寬約3.8公分(27公分2條，35公分1條),6.933333,0.6,公分,A004,4.16,0,,一捲420元100碼,,黑色,,,,7-14天,,,介良,,,,,,,,,A004141
A004142,高28x寬33公分(網布文件袋)專用：1又2分之1包邊滾條-黑色寬約3.8公分(32公分2條，35公分1條),7.7,0.6,公分,A004,4.62,0,,一捲420元100碼,,黑色,,,,7-14天,,,介良,,,,,,,,,A004142
A004143,高9x寬21公分(網布)扁形筆袋專用：1又2分之1包邊滾條-黑色寬約3.8公分(13公分2條，23公分1條),3.811667,0.6,公分,A004,2.287,0,,一捲420元100碼,,黑色,,,,7-14天,,,介良,,,,,,,,,A004143
A004144,高4.5x寬21公分(網布)扁形筆袋專用：1又2分之1包邊滾條-黑色寬約3.8公分(8.5公分2條，23公分1條),3.111667,0.6,公分,A004,1.867,0,,一捲420元100碼,,黑色,,,,7-14天,,,介良,,,,,,,,,A004144
A024162,袋類通用把手：長50X寬3公分二條(長100X寬3公分一條)(10安仿帆布)(往下折4公分用),28.95714,0.7,2條,A024,20.27,0,,(布片58X12-2條)10.25元(布片108X12一條)10.02元,,,,,,,,,,,,,,,,,,A024162
A024163,提把小物包側把手：長25X寬2.5公分一條(對折約12.5X2.5公分)(10安仿帆布),5.683333,0.6,1條,A024,3.41,0,,裁切1元+布2.41(布片27X10),,,,,,,,,,,,,,,,,,A024163
A004145,高6x寬21公分(網布)扁形筆袋專用：1又2分之1包邊滾條-黑色寬約3.8公分(10公分2條，23公分1條),3.5,0.6,公分,A004,2.1,0,,一捲420元100碼,,黑色,,,,7-14天,,,介良,,,,,,,,,A004145
A004146,背包提把：2.5公分黑色PP織帶36公分2條,10.8,0.6,公分,A004,6.48,0,,,,黑色,寬2.5公分,,,7-14天,尼龍,一碼8元,昶祐有限公司,蔡淑麗小姐,02-25565561,02-25585977,9.22E+08,台北市大同區南京西路167巷17號,,,,A004146
A008081,餐墊專用：0.2公分仿皮線-咖啡色40公分繩子2條,2.133333,0.6,公分,A008,1.280,0,,,,,,,,,,,,,,,,,,,,
A003050,6吋跟9吋YKK拉鍊各一條(一般頭，3號齒，多色可選),10.97167,0.6,條,A003,6.583,6,,,,多色,8吋,約20.3公分,120,3-5天,尼龍,1打12條,亞泰服裝材料有限公司,夏維琳小姐,02-25584204,02-25565664,,台北市南京西路167巷19號,yataizip@hotmail.com,月結,,
A006112,(青古色)扁鑰匙圈+雙轉鉤+單圈+掛勾,10.83333,0.6,個,A006,6.5,0,,一次500條,,,(青古色)扁鑰匙圈+雙轉鉤+單圈(3)+H230掛勾(3.5),,,約2星期,,,昌潤,,,,,,,,,A006112
A024164,大型購物袋把手：長60X寬4公分二條(10安仿帆布),13.3,0.8,2條,A024,10.64,0,,布12.67(布片66X10),,,,,,,,,,,,,,,,,,A024164
A024165,大型購物袋把手：長60X寬4公分二條(600D防潑水布),12.8625,0.8,2條,A024,10.29,0,,布12.67(布片66X10),,,,,,,,,,,,,,,,,,A024165
A002021,68*98枕心,266.6667,0.9,顆,A002,240,0,,一次訂400顆,,白色,65*98公分,,150,約7-14天,100％聚酯纖維,一次訂100顆,坤成國際開發股份有限公司,謝小姐-小姐,06-2615134,,0953-327-904,台南市安平工業區新和二路23號,,,,
A024166,提把小物包側把手：長25X寬2.5公分一條(對折約12.5X2.5公分)(600D防潑水布),5.016667,0.6,1條,A024,3.01,0,,裁切1元+布2.01(布片27X10),,,,,,,,,,,,,,,,,,A024166
A008082,寬17公分束口袋專用：0.3公分仿皮線-咖啡60公分兩條,7.8,0.6,公分,A008,4.680,0,,,,,,,,,,,,,,,,,,,,
A024167,袋類通用把手：長150X寬2.5公分一條(10安仿帆布),17.61667,0.6,2條,A024,10.57,0,,(布片10X150)13.89元,,,,,,,,,,,,,,,,,,A024167
